Unnamed: 0,Unnamed: 1,County Growth Projections Household Population by Age,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
Household Population by Age Under 18,,,,,,,,,,,,,,,,,,,
,Estimate,Estimate,Projections,,,,,,,,,Share of Total Household Population,,,,,,,
COUNTY,2020,2021,2025,2030.0,2035.0,2040.0,2045.0,2050.0,,,,2020,2021.0,2025.0,2030.0,2035.0,2040.0,2045.0,2050.0
Delaware,53686,55733,57779,62454.0,68385.0,74536.0,80238.0,85554.0,,,,0.2527303882800437,0.2556172689455266,0.2368127679457018,0.22786694444343095,0.2227161700048852,0.2213491321068496,0.21996452627221563,0.21779496409287738
Fairfield,37440,37841,39868,42432.0,45293.0,47627.0,49683.0,51680.0,,,,0.2395102322814245,0.23951061122961143,0.24022945564540427,0.2424034687826698,0.2445362271892884,0.24530400968298524,0.2453857133684663,0.24518106298895073
Fayette,6614,6600,6617,6510.0,6617.0,6856.0,7091.0,7290.0,,,,0.23111328534488784,0.23088225005247323,0.22744302753239612,0.21935440393557518,0.21841888100346593,0.22206387251408952,0.22555506075450094,0.2278053810818412
Franklin,309436,308853,324448,335629.0,347848.0,359163.0,366055.0,375090.0,,,,0.23890631622914735,0.23892511431703356,0.2385829504609176,0.23708975572540653,0.23395875145951822,0.23317594067164446,0.23095010965327356,0.2301610433918211
Hocking,5996,6016,5896,5871.0,5798.0,5758.0,5674.0,5611.0,,,,0.21782250154393867,0.21778163915435853,0.21444678839019424,0.2151022202681908,0.21345212237234473,0.213528146554921,0.2122549753104893,0.21174383939016567
Knox,14868,14901,15206,15476.0,16059.0,16486.0,16775.0,17050.0,,,,0.25188046350884324,0.251910332702191,0.2520178331703598,0.2518511285781705,0.25481173539818797,0.257316330830823,0.2586698740189049,0.2597699398186943
Licking,41129,41526,43785,45857.0,49464.0,51477.0,52202.0,52931.0,,,,0.23539814904905534,0.23540415979320078,0.23454072121874397,0.23365195503969183,0.23315139002799853,0.23310797042055165,0.23108659660554765,0.22917027467008416
Logan,10275,10268,10073,9941.0,9959.0,9949.0,9872.0,9764.0,,,,0.22544760400210637,0.22544240987133887,0.22087006095689163,0.21651348172670645,0.21525061058637907,0.21369045062073114,0.21079153588281768,0.2072772046023861
Madison,8858,8970,8999,9104.0,9399.0,9511.0,9886.0,10300.0,,,,0.22933927091963546,0.22928861736663173,0.21963780142536365,0.21152416356877324,0.20742391808090394,0.200853166642029,0.200637265845392,0.20119545259210064
Marion,13726,13740,13735,13586.0,13124.0,12801.0,12906.0,13135.0,,,,0.22998944387661063,0.23047890631552462,0.23031390435307533,0.2283514858141724,0.22029744519421224,0.21549416696126458,0.21835716098468827,0.22336156174540012
Morrow,7664,7705,7441,7507.0,7843.0,7989.0,8009.0,7950.0,,,,0.2209282213894494,0.22092556485835532,0.20589374654122855,0.20087768590618393,0.20094798872662054,0.19872145664394805,0.19472404570872842,0.1890291746914901
Perry,8095,8095,8339,8346.0,8415.0,8520.0,8595.0,8700.0,,,,0.2306202102504202,0.23048231877455727,0.22841568971184398,0.22521452857682553,0.2228135674001112,0.22249497297156137,0.22192672157814558,0.22213711221754118
Pickaway,12302,12449,12583,12925.0,13339.0,13651.0,14234.0,14912.0,,,,0.22762091551641195,0.22760348105894398,0.21890711713435743,0.2127887259017797,0.2075559774067562,0.20226700251889168,0.2017233071624954,0.20251514246136296
Ross,15959,15938,15593,15144.0,14941.0,14595.0,14623.0,14694.0,,,,0.22443010026860172,0.22440933795162063,0.22041445210901278,0.2151503097118827,0.21318399086823142,0.20934635741641205,0.21097052500973842,0.2132408428629477
Union,15099,15552,16038,17946.0,19939.0,21578.0,22585.0,23470.0,,,,0.25307990144315384,0.2530755711775044,0.255333375788066,0.2616874216220946,0.2670711779045782,0.26844652343215436,0.2628485638471207,0.2565924694975292
Total,561147,564187,586400,608728.0,636423.0,660497.0,678428.0,698131.0,,,,0.23854801848709203,0.23886815715024823,0.23613292866441943,0.2339446667719696,0.2315395367484787,0.23067410228775267,0.22904156946418502,0.22809312032954251
,,,,,,,,,,,,,,,,,,,
Household Population by Age 18 - 64,,,,,,,,,,,,,,,,,,,
,Estimate,Estimate,Projections,,,,,,,,,Share of Total Household Population,,,,,,,
COUNTY,2020,2021,2025,2030.0,2035.0,2040.0,2045.0,2050.0,,,,2020,2021.0,2025.0,2030.0,2035.0,2040.0,2045.0,2050.0
Delaware,127391,130250,145158,160190.0,176842.0,191683.0,207006.0,222463.0,,,,0.5997015403155952,0.8025261860751695,0.594943972195126,0.584462257507817,0.5759387721869402,0.5692399067516,0.5674864369189944,0.566324439500126
Fairfield,93480,94481,97089,100198.0,105596.0,111585.0,117826.0,123686.0,,,,0.5980079197026593,0.7863456288700978,0.5850215114667566,0.5724062680308717,0.570111219090811,0.5747212278849373,0.5819458781344304,0.5867930525706533
Fayette,16906,16878,16928,17200.0,17529.0,17830.0,18212.0,18621.0,,,,0.5907470822559229,0.7676703356681525,0.5818581789433884,0.5795538782936855,0.5786103317379105,0.5775085832739522,0.5792989375914498,0.5818880659979375
Franklin,822102,820468,845543,870544.0,917397.0,956274.0,992560.0,1020492.0,,,,0.6347204604009051,0.8339581063279611,0.6217703412613905,0.6149559910145378,0.617031165085634,0.6208325732044674,0.6262224005612632,0.626189723780976
Hocking,16144,16204,15628,15017.0,14800.0,14666.0,14707.0,14774.0,,,,0.5864787299742071,0.7499074416882636,0.5684149268931403,0.5501941818714736,0.5448588153002246,0.5438700585923014,0.5501645967379919,0.557530472848032
Knox,32781,32851,32129,31931.0,32487.0,33338.0,34297.0,35155.0,,,,0.5553466151656841,0.74237870330614,0.5324925004557735,0.51963416817198,0.5154784761118957,0.5203452527743526,0.5288584601625264,0.5356136207815951
Licking,103561,104557,107815,111099.0,119874.0,126185.0,131569.0,135901.0,,,,0.5927221112516526,0.7752025919912217,0.5775267296608172,0.5660749406405723,0.5650329477643599,0.5714149862563341,0.582426581908649,0.5883975269301375
Logan,26772,26757,26033,25638.0,25697.0,25954.0,26401.0,26932.0,,,,0.5874144286466562,0.7584613640229038,0.5708240143840723,0.5583917759289105,0.5554066613352929,0.557455217148503,0.5637264322165995,0.5717318388315713
Madison,22904,23202,23729,24323.0,25308.0,26555.0,27828.0,29023.0,,,,0.5929991714995857,0.7695267155318232,0.5791516157375769,0.5651254646840149,0.5585152163838192,0.5607881232445674,0.5647717817060053,0.5669219049107317
Marion,34460,34367,33188,32538.0,33111.0,33789.0,34121.0,34142.0,,,,0.5774031936462191,0.7491444141689373,0.5565094909115299,0.5468939088342073,0.5557961526840568,0.5688096560779758,0.577294645123086,0.5805870149304493
Morrow,20707,20815,21085,21264.0,21810.0,22350.0,23015.0,23824.0,,,,0.5969155376189104,0.7660741231460012,0.5834255672385169,0.5689973508870515,0.5588009223674096,0.555942490423362,0.5595672258691953,0.5664693154528379
Perry,20977,20980,21033,20859.0,21019.0,21403.0,21841.0,22216.0,,,,0.5976183014728925,0.7762607762607763,0.5761203023994741,0.5628744130821954,0.5565440728678476,0.5589272190739822,0.5639443311213819,0.5672411591982638
Pickaway,32478,32870,34126,35671.0,37577.0,39685.0,41590.0,43518.0,,,,0.6009325389483033,0.7780434113664876,0.5936918286042344,0.5872639568001844,0.5847013241632564,0.5880130389687361,0.5894107309883506,0.591004155688948
Ross,41998,41949,40435,39472.0,39074.0,39305.0,39283.0,39356.0,,,,0.5906144088652632,0.7615460024689565,0.5715679068189529,0.5607774052395295,0.5575230077762716,0.5637792790854455,0.5667479405017818,0.5711383293666918
Union,36551,37648,37456,39611.0,42470.0,45837.0,49816.0,53766.0,,,,0.6126447763195387,0.8202178649237473,0.5963191746799974,0.5776050628481437,0.568860671327922,0.5702467000908175,0.5797681672175411,0.5878121310184983
Total,1449212,1454277,1497375,1545555.0,1630591.0,1706439.0,1780072.0,1843869.0,,,,0.616071458936278,0.8089513948416087,0.6029664803186989,0.5939834366954558,0.5932316788774741,0.5959622593801491,0.6009635283910021,0.6024282458290968
,,,,,,,,,,,,,,,,,,,
Household Population by Age 65 and older,,,,,,,,,,,,,,,,,,,
,Estimate,Estimate,Projections,,,,,,,,,Share of Total Household Population,,,,,,,
COUNTY,2020,2021,2025,2030.0,2035.0,2040.0,2045.0,2050.0,,,,2020,2021.0,2025.0,2030.0,2035.0,2040.0,2045.0,2050.0
Delaware,31347,32050,41049,51437.0,61823.0,70516.0,77533.0,84802.0,,,,0.1475680714043611,0.14699609692110827,0.16824325985917224,0.187670798048752,0.20134505780817458,0.20941096114155047,0.21254903680879003,0.2158805964069966
Fairfield,25399,25671,29001,32417.0,34331.0,34943.0,34960.0,35417.0,,,,0.16248184801591617,0.16248188210870101,0.17474903288783908,0.18519026318645848,0.18535255371990067,0.17997476243207747,0.17266840849710327,0.16802588444039604
Fayette,5098,5108,5548,5968.0,6149.0,6188.0,6135.0,6090.0,,,,0.1781396323991893,0.17868886867697475,0.19069879352421545,0.20109171777073928,0.20297078725862353,0.20042754421195827,0.19514600165404924,0.19030655292022125
Franklin,163681,163356,189905,209447.0,221547.0,224872.0,226381.0,234103.0,,,,0.12637322336994747,0.12637031524503028,0.13964670827769182,0.14795425326005565,0.14901008345484776,0.14599148612388813,0.14282748978546317,0.1436492328272028
Hocking,5387,5404,5970,6406.0,6565.0,6542.0,6351.0,6114.0,,,,0.1956987684818542,0.19562699102229944,0.21713828471666546,0.2347035978603356,0.2416890623274307,0.24260179485277758,0.2375804279515188,0.23072568776180233
Knox,11379,11400,13002,14042.0,14477.0,14245.0,13779.0,13430.0,,,,0.19277292132547266,0.1927238301325399,0.2154896663738668,0.22851470324984946,0.22970978848991638,0.22233841639482432,0.21247166581856872,0.20461643939971053
Licking,30031,30320,35084,39306.0,42816.0,43167.0,42127.0,42136.0,,,,0.17187973969929202,0.17187916305278256,0.18793254912043883,0.20027310431973586,0.2018156622076416,0.19547704332311427,0.18648682148580334,0.1824321983997783
Logan,8529,8521,9500,10335.0,10611.0,10655.0,10560.0,10410.0,,,,0.1871379673512375,0.18708558380538357,0.20830592465903608,0.22509474234438298,0.22934272807832798,0.22885433223076593,0.2254820319005829,0.22099095656604253
Madison,6862,6949,8244,9613.0,10606.0,11287.0,11559.0,11871.0,,,,0.17766155758077878,0.17762838373252218,0.20121058283705945,0.2233503717472119,0.23406086553527686,0.2383587101134036,0.23459095244860267,0.23188264249716764
Marion,11495,11508,12713,13372.0,13339.0,12813.0,12078.0,11529.0,,,,0.19260736247717028,0.19303866476557913,0.21317660473539474,0.22475460535162028,0.22390640212173096,0.21569617696075954,0.2043481938922257,0.1960514233241506
Morrow,6319,6356,7614,8600.0,9377.0,9863.0,10106.0,10283.0,,,,0.18215624099164024,0.18224567037504302,0.21068068622025457,0.2301249632067646,0.24025108890596977,0.24533605293268992,0.24570872842207633,0.24450150985567207
Perry,6029,6047,7136,7853.0,8333.0,8370.0,8293.0,8249.0,,,,0.17176148827668727,0.172171288650988,0.19546400788868193,0.211911058340979,0.2206423597320412,0.21857780795445642,0.21412894730047252,0.21062172858419506
Pickaway,9266,9377,10772,12145.0,13351.0,14154.0,14738.0,15204.0,,,,0.17144654553528477,0.17143849641655698,0.18740105426140813,0.19994731729803591,0.20774269842998738,0.2097199585123722,0.20886596184915393,0.206480701849689
Ross,13152,13135,14716,15772.0,16070.0,15817.0,15407.0,14858.0,,,,0.18495549086613508,0.18494269381318465,0.20801764107203438,0.22407228504858784,0.2292930013554969,0.2268743634981425,0.2222815344884798,0.21562082777036048
Union,8011,8252,9318,11021.0,12249.0,12966.0,13523.0,14232.0,,,,0.13427532223730745,0.1342836685543188,0.14834744953193657,0.16070751552976173,0.1640681507674998,0.16130677647702815,0.15738326893533822,0.15559539948397252
Total,341985,343454,399572,447734.0,481644.0,496398.0,503530.0,518728.0,,,,0.14538052257662995,0.14541317691808098,0.16090059101688164,0.17207189653257454,0.17522878437404726,0.17336363833209817,0.16999490214481286,0.1694786338413606
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,"Updated July 25, 2023",,,,,,,,,,,,,,,,,,
